posting_id,posting_code,title,generated_title,barrio,zona,address,city,country,latitude,longitude,rent_currency,rent_amount,rent_amount_ars,rent_amount_usd,rent_formatted,expenses_currency,expenses_amount,expenses_formatted,total_area_m2,covered_area_m2,rooms,bedrooms,bathrooms,toilets,antiquity_years,disposition,orientation,luminosity,publisher,real_estate_type,url,whatsapp,has_video,has_tour,has_plans,trigger_pill,price_per_m2,price_per_m2_ars,price_per_m2_usd,modified_date
58620980,5AP7866259,Departamento en Alquiler 2 Amb con Balcon en Palermo Soho,Departamento · 35m² · 2 Ambientes,Palermo,Palermo Soho,Cabrera al 5100,Capital Federal,Argentina,-34.5892809,-58.433463,USD,750.0,1050000.0,750.0,750,$,0.0,,37.0,35.0,2.0,,1.0,,,Interno,SE,Muy luminoso,5411 Estate,Departamentos,/propiedades/clasificado/alclapin-departamento-en-alquiler-2-amb-con-balcon-en-palermo-58620980.html,54 1126008077,False,False,True,Encargado,20.27027027027027,28378.37837837838,20.27027027027027,2026-03-19T11:50:24-0400
58530182,AR.42.73.178.48.V1,Alquiler Depto 2 Amb Luminoso Monte Castro,Departamento · 40m² · 2 Ambientes,Monte Castro,,Miranda 4600,Capital Federal,Argentina,-34.6201684,-58.501585,$,750000.0,750000.0,535.7142857142857,750.000,$,115000.0,115.000,41.0,40.0,2.0,1.0,1.0,,11.0,,,,Remax Premium II,Departamentos,/propiedades/clasificado/alclapin-alquiler-depto-2-amb-luminoso-monte-castro-58530182.html,54 9 1157525263,False,False,False,Lavadero,18292.682926829268,18292.682926829268,13.066202090592334,2026-03-19T11:50:24-0400
58459805,6462049,"Alquiler 2 Amb, Dormitorio en Suite, Toilette, y Balcón",Departamento · 36m² · 2 Ambientes,Belgrano,,Jose B Gorostiaga 2300,Capital Federal,Argentina,-34.57019043,-58.44226456,$,800000.0,800000.0,571.4285714285714,800.000,$,250000.0,250.000,39.0,36.0,2.0,1.0,,,,Frente,SO,,MEL PROPIEDADES,Departamentos,/propiedades/clasificado/alclapin-alquiler-2-amb-dormitorio-en-suite-toilette-y-58459805.html,54 1178576060,True,False,False,SUM,20512.82051282051,20512.82051282051,14.652014652014653,2026-03-19T11:50:24-0400
58339800,GAP7779118,2 Amb - Araoz 2200 - Palermo - Piso Alto,Departamento · 36m² · 2 Ambientes,Palermo,,Araoz AL 2200,Capital Federal,Argentina,-34.587614,-58.4183092,$,530000.0,530000.0,378.57142857142856,530.000,$,170000.0,170.000,36.0,36.0,2.0,1.0,1.0,,,Contrafrente,E,Muy luminoso,GUIMAT PROPIEDADES,Departamentos,/propiedades/clasificado/alclapin-2-amb-araoz-2200-palermo-piso-alto-58339800.html,54 1122828552,True,False,False,Permite mascotas,14722.222222222223,14722.222222222223,10.515873015873016,2026-03-19T11:50:24-0400
58327891,6452871,Departamento 2 Amb con Hermoso Balcón y Gran Vista,Departamento · 44m² · 2 Ambientes,Palermo,Las Cañitas,Baez 500,Capital Federal,Argentina,-34.57156754,-58.4317894,$,900000.0,900000.0,642.8571428571429,900.000,$,300000.0,300.000,52.0,44.0,2.0,1.0,1.0,,25.0,Contrafrente,E,,Churba,Departamentos,/propiedades/clasificado/alclapin-departamento-2-amb-con-hermoso-balcon-y-gran-vista-58327891.html,54 1130148282,False,False,False,Laundry,17307.69230769231,17307.69230769231,12.362637362637363,2026-03-19T11:50:24-0400
57979406,OAP6042251,2 Amb a Estrenar con Cochera - Recoleta - Venta/ Alquiler,Departamento · 80m² · 2 Ambientes · 1 Cochera,Recoleta,,Quintana al 200,Capital Federal,Argentina,-34.5909414,-58.3869402,USD,2000.0,2800000.0,2000.0,2.000,$,900000.0,900.000,92.0,80.0,2.0,1.0,1.0,1.0,,Frente,O,Muy luminoso,ONE BROKERS,Departamentos,/propiedades/clasificado/alclapin-2-amb-a-estrenar-con-cochera-recoleta-venta-57979406.html,54 1153264577,False,False,False,Encargado,21.73913043478261,30434.782608695652,21.73913043478261,2026-03-19T11:50:24-0400
57611872,AAP7510327,"Centro 2 Amb, Inmejorable Ubicación. San Telmo",Departamento · 38m² · 2 Ambientes,San Telmo,,Defensa al 900,Capital Federal,Argentina,-34.6191509,-58.3714553,USD,499.0,698600.0,499.0,499,$,80000.0,80.000,38.0,38.0,2.0,1.0,1.0,1.0,,Contrafrente,N,,AG NEGOCIOS INMOBIILIARIOS,Departamentos,/propiedades/clasificado/alclapin-centro-2-amb-inmejorable-ubicacion.-san-telmo-57611872.html,,True,False,False,Encargado,13.131578947368421,18384.21052631579,13.131578947368421,2026-03-19T11:50:24-0400
58621020,5AP7866055,Alquiler Departamento 2amb con Balcon Al Frente Palermo Soho,Departamento · 41m² · 2 Ambientes,Palermo,Palermo Soho,Cabrera al 5100,Capital Federal,Argentina,-34.5892809,-58.433463,USD,750.0,1050000.0,750.0,750,$,0.0,,48.0,41.0,2.0,1.0,1.0,,,Frente,N,,5411 Estate,Departamentos,/propiedades/clasificado/alclapin-alquiler-departamento-2amb-con-balcon-al-frente-58621020.html,54 1126008077,False,False,True,Encargado,15.625,21875.0,15.625,2026-03-19T11:50:24-0400
58620989,5AP7868508,Alquiler Departamento 2 Amb con Balcon Al Frente en Palermo Soho,Departamento · 41m² · 2 Ambientes,Palermo,Palermo Soho,Cabrera al 5100,Capital Federal,Argentina,-34.5892809,-58.433463,USD,750.0,1050000.0,750.0,750,$,0.0,,48.0,41.0,2.0,1.0,1.0,,,Frente,N,,5411 Estate,Departamentos,/propiedades/clasificado/alclapin-alquiler-departamento-2-amb-con-balcon-al-frente-en-58620989.html,54 1126008077,False,False,True,Encargado,15.625,21875.0,15.625,2026-03-19T11:50:24-0400
58619602,NAP5658786,Alquiler Dep. 2 Amb Armenia Al 2200 en Palermo Soho,Departamento · 42m² · 2 Ambientes,Palermo,Palermo Soho,Armenia al 2200,Capital Federal,Argentina,-34.5853673,-58.4215033,$,750000.0,750000.0,535.7142857142857,750.000,$,104000.0,104.000,42.0,42.0,2.0,1.0,1.0,,40.0,Lateral,O,,Nira Brokers SRL,Departamentos,/propiedades/clasificado/alclapin-alquiler-dep.-2-amb-armenia-al-2200-en-palermo-soho-58619602.html,54 1140983331,False,False,False,Encargado,17857.14285714286,17857.14285714286,12.755102040816325,2026-03-19T11:50:24-0400
58575143,6466915,Departamento 2 Amb con Hermoso Balcón y Gran Vista Cochera,Departamento · 44m² · 2 Ambientes · 1 Cochera,Palermo,Las Cañitas,Baez 575,Capital Federal,Argentina,-34.57020569,-58.43372345,$,1050000.0,1050000.0,750.0,1.050.000,$,300000.0,300.000,52.0,44.0,2.0,1.0,1.0,,25.0,Contrafrente,E,,Churba,Departamentos,/propiedades/clasificado/alclapin-departamento-2-amb-con-hermoso-balcon-y-gran-vista-58575143.html,54 1130148282,False,False,False,Laundry,20192.30769230769,20192.30769230769,14.423076923076923,2026-03-19T11:50:24-0400
58350939,LAP7645331,Departamento 2amb. a Estrenar Torre Huergo - Piso 13,Departamento · 44m² · 2 Ambientes,Puerto Madero,,Huergo al 400,Capital Federal,Argentina,-34.670381,-58.5229389,USD,1100.0,1540000.0,1100.0,1.100,$,310000.0,310.000,47.0,44.0,2.0,1.0,1.0,,,Frente,N,Muy luminoso,L.J.Ramos Brokers Inmobiliarios ,Departamentos,/propiedades/clasificado/alclapin-departamento-2amb.-a-estrenar-torre-huergo-piso-13-58350939.html,54 9 1141141001,False,False,False,Pileta,23.404255319148938,32765.957446808512,23.404255319148938,2026-03-19T11:50:24-0400
58226279,6448127,2 Amb Depampa Emprendimiento Único Full Amenities,Departamento · 42m² · 2 Ambientes,Belgrano,Belgrano Chico,La Pampa 600,Capital Federal,Argentina,-34.55384445,-58.43616486,USD,1200.0,1680000.0,1200.0,1.200,$,400000.0,400.000,44.0,42.0,2.0,1.0,1.0,,,Contrafrente,NE,,GRUPO MARVAL Servicios Inmobiliarios,Departamentos,/propiedades/clasificado/alclapin-2-amb-depampa-emprendimiento-unico-full-amenities-58226279.html,54 1153221350,True,False,False,SUM,27.272727272727273,38181.818181818184,27.272727272727273,2026-03-19T11:50:24-0400
58629055,OAP7872571,"Av Corrientes 5700 - Excelente Ubicación, 2 Amb, Fresco y Luminoso!",Departamento · 45m² · 2 Ambientes,Villa Crespo,,Av.corrientes al 5700,Capital Federal,Argentina,-34.5954893,-58.443505800000025,$,800000.0,800000.0,571.4285714285714,800.000,$,230000.0,230.000,49.0,45.0,2.0,1.0,1.0,,,Frente,,,ONE BROKERS,Departamentos,/propiedades/clasificado/alclapin-av-corrientes-5700-excelente-ubicacion-2-amb-58629055.html,54 9 1167243645,False,False,False,SUM,16326.530612244898,16326.530612244898,11.661807580174928,2026-03-19T11:50:24-0400
58583276,RAP7843390,Impecable 2 Amb C/cochera y Amenities Saavedra en Alquilerepartamento en Saavedra,Departamento · 46m² · 2 Ambientes · 1 Cochera,Saavedra,,Cramer al 3900,Capital Federal,Argentina,-34.5480477,-58.4745721,$,1100000.0,1100000.0,785.7142857142857,1.100.000,$,298000.0,298.000,46.0,46.0,2.0,1.0,1.0,,10.0,Frente,O,Muy luminoso,ROILANDS Real Estate,Departamentos,/propiedades/clasificado/alclapin-impecable-2-amb-c-cochera-y-amenities-saavedra-en-58583276.html,54 1139228402,False,False,False,Parrilla,23913.043478260868,23913.043478260868,17.080745341614907,2026-03-19T12:04:30-0400
58492569,CAP5995805,Alquiler 2 Amb Amoblado y Equipado en Almagro Cerca Subte B,Departamento · 35m² · 2 Ambientes,Almagro,,Valentín Gómez al 3400,Capital Federal,Argentina,-34.6050396154,-58.414094,$,650000.0,650000.0,464.2857142857143,650.000,$,227000.0,227.000,35.0,35.0,2.0,1.0,1.0,,52.0,Interno,,,CARPANELLI NEGOCIOS INMOBILIAIRIOS,Departamentos,/propiedades/clasificado/alclapin-alquiler-2-amb-amoblado-y-equipado-en-almagro-cerca-58492569.html,54 91156595333,False,False,False,Aire acondicionado,18571.428571428572,18571.428571428572,13.26530612244898,2026-03-19T11:50:24-0400
58322701,6452723,Depto Belgrano Chico 2 Amb C/cochera Amenities Estrenar,Departamento · 42m² · 2 Ambientes · 1 Cochera,Belgrano,Belgrano Chico,La Pampa 600,Capital Federal,Argentina,-34.55384827,-58.43590164,USD,1400.0,1960000.0,1400.0,1.400,,,,42.0,42.0,2.0,1.0,1.0,,,Contrafrente,E,,GRUPO MARVAL Servicios Inmobiliarios,Departamentos,/propiedades/clasificado/alclapin-depto-belgrano-chico-2-amb-c-cochera-amenities-58322701.html,54 1153221350,True,False,False,SUM,33.333333333333336,46666.666666666664,33.333333333333336,2026-03-19T11:50:24-0400
58283503,421,Austria 2566 Alquiler 2 Amb C/cochera Ulrich Propiedades,Departamento · 60m² · 2 Ambientes · 1 Cochera,Palermo,Barrio Parque,Austria 2566,Capital Federal,Argentina,-34.584528,-58.3995479,USD,1300.0,1820000.0,1300.0,1.300,$,720000.0,720.000,75.0,60.0,2.0,1.0,1.0,,20.0,,,,ulrich propiedades,Departamentos,/propiedades/clasificado/alclapin-austria-2566-alquiler-2-amb-c-cochera-ulrich-58283503.html,54 1161618646,False,False,False,Pileta,17.333333333333332,24266.666666666668,17.333333333333332,2026-03-19T11:50:24-0400
58636304,2 Ambientes a Estrenar,"2 Ambientes a Estrenar, Excelente Ubicación, Superluminoso, Balcón, Dormitorio en Suite C/vestidor",Departamento · 45m² · 2 Ambientes,La Paternal,,Av. S. Martín 3420,Capital Federal,Argentina,-34.6013953,-58.47157099999999,$,820000.0,820000.0,585.7142857142857,820.000,$,180000.0,180.000,49.0,45.0,2.0,1.0,1.0,1.0,,Contrafrente,NO,Muy luminoso,GRUMAN PROPIEDADES,Departamentos,/propiedades/clasificado/alclapin-2-ambientes-a-estrenar-excelente-ubicacion-58636304.html,,False,False,False,Encargado,16734.69387755102,16734.69387755102,11.953352769679299,2026-03-19T09:32:25-0400
58508137,ZP-M-58508137,Quartier del Bajo – Alquiler Piso Alto con Vista a Los Diques – 2 Amb Suite y Gran Balcón,Departamento · 58m² · 2 Ambientes,Puerto Madero,,Quartier del Bajo,Capital Federal,Argentina,-34.6139333,-58.36726100000001,USD,1100.0,1540000.0,1100.0,1.100,$,300000.0,300.000,58.0,58.0,2.0,1.0,1.0,1.0,,Frente,,,Lucia Vainstein,Departamentos,/propiedades/clasificado/alclapin-quartier-del-bajo-alquiler-piso-alto-con-vista-a-los-58508137.html,54 1144709971,False,False,False,Aire acondicionado,18.96551724137931,26551.724137931036,18.96551724137931,2026-03-19T11:50:24-0400
58227778,BAP5828673,Alquiler Depto 2 Amb. en Belgrano C - Luminoso - 6 Piso - Contrafrente - Apto Profesional,Departamento · 36m² · 2 Ambientes,Belgrano,Belgrano C,Juramento  al 1900,Capital Federal,Argentina,-34.5596635,-58.452911,$,700000.0,700000.0,500.0,700.000,$,131000.0,131.000,36.0,36.0,2.0,,1.0,,40.0,Contrafrente,NO,,Belga Inmobiliaria S.A.,Departamentos,/propiedades/clasificado/alclapin-alquiler-depto-2-amb.-en-belgrano-c-luminoso-6-58227778.html,54 9 1152633393,False,False,False,Aire acondicionado,19444.444444444445,19444.444444444445,13.88888888888889,2026-03-19T11:50:24-0400
58325788,2 Ambientes en villa crespo,"2 Ambientes, Inmejorable Ubicación y Exte. Estado. Muy Lum. Aa. Inst. P/lavarropas, Sum y Parrilla.",Departamento · 40m² · 2 Ambientes,Villa Crespo,,Juan Ramírez de Velasco 966,Capital Federal,Argentina,-34.5943369,-58.4406526,$,850000.0,850000.0,607.1428571428571,850.000,$,270000.0,270.000,44.0,40.0,2.0,1.0,1.0,,6.0,Contrafrente,NO,Muy luminoso,GRUMAN PROPIEDADES,Departamentos,/propiedades/clasificado/alclapin-2-ambientes-inmejorable-ubicacion-y-exte.-estado.-muy-58325788.html,,False,False,False,Parrilla,19318.18181818182,19318.18181818182,13.798701298701298,2026-03-19T11:50:24-0400
58553293,ZAP6784457,Congreso 2300 - 2 Amb - Piso 17.,Departamento · 48m² · 2 Ambientes,Belgrano,,Congreso  2300 - 2 amb - Piso 17.-,Capital Federal,Argentina,-34.554878,-58.4611374,$,700000.0,700000.0,500.0,700.000,$,350000.0,350.000,53.0,48.0,2.0,1.0,1.0,,25.0,Contrafrente,,Muy luminoso,Zarlenga Inmobiliaria,Departamentos,/propiedades/clasificado/alclapin-congreso-2300-2-amb-piso-17.-58553293.html,54 1131592188,True,False,False,SUM,13207.547169811322,13207.547169811322,9.433962264150944,2026-03-18T00:00:00-0400
58448493,PAP7813502,2 Amb en Caballito,Departamento · 48m² · 2 Ambientes,Caballito,,Av Gaona  al 1800,Capital Federal,Argentina,-34.6077977,-58.4472853,$,780000.0,780000.0,557.1428571428571,780.000,$,130000.0,130.000,48.0,48.0,2.0,1.0,1.0,1.0,10.0,Contrafrente,O,,Pablo Urus Corredor Inmobiliario,Departamentos,/propiedades/clasificado/alclapin-2-amb-en-caballito-58448493.html,54 1141809996,True,False,False,Encargado,16250.0,16250.0,11.607142857142856,2026-03-15T00:00:00-0400
58476865,2C5O8P,2 Amb Dueño Directo,Departamento · 42m² · 2 Ambientes,Palermo,,Gurruchaga 2222,Capital Federal,Argentina,-34.584991,-58.4230107,$,850000.0,850000.0,607.1428571428571,850.000,$,280000.0,280.000,48.0,42.0,2.0,1.0,1.0,,12.0,Contrafrente,N,Luminoso,luciano nicolas cottone,Departamentos,/propiedades/clasificado/alclappa-2-amb-dueno-directo-58476865.html,,False,False,False,Aire acondicionado,17708.333333333332,17708.333333333332,12.648809523809524,2026-03-10T00:00:00-0400
58458150,PAP7818384,"2 Amb, Bajas Expensas",Departamento · 36m² · 2 Ambientes,Almagro,,Guardia Vieja al 3800,Capital Federal,Argentina,-34.6010061,-58.4182894,$,500000.0,500000.0,357.14285714285717,500.000,$,72000.0,72.000,36.0,,2.0,1.0,1.0,,40.0,Lateral,E,,PALAZZOLO PROPIEDADES,Departamentos,/propiedades/clasificado/alclapin-2-amb-bajas-expensas-58458150.html,,False,False,False,Aire acondicionado,13888.888888888889,13888.888888888889,9.920634920634921,2026-02-27T00:00:00-0500
58399630,LOR-LOR-2042,2 Amb. - Sin Expensas - Muy Luminoso.,Departamento · 30m² · 2 Ambientes,Palermo,Palermo Hollywood,DR E RAVIGNANI 2336. Entre Paraguay y Santa Fe Av.,Capital Federal,Argentina,-34.576346477415534,-58.43369364738465,$,900000.0,900000.0,642.8571428571429,900.000,,,,30.0,30.0,2.0,1.0,1.0,,35.0,Contrafrente,E,,LORIA Inmobiliaria,Departamentos,/propiedades/clasificado/alclapin-2-amb.-sin-expensas-muy-luminoso.-58399630.html,54 1123233956,False,False,False,Parrilla,30000.0,30000.0,21.42857142857143,2026-02-25T00:00:00-0500
